# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
4Y	AKI	TLT		0	CNA
4Y	ATT	KUK		0	CNA
4Y	BET	ATT		0	CNA
4Y	BET	EEK		0	CNA
4Y	BET	GNU		0	CNA
4Y	BET	KPN		0	CNA
4Y	BET	KWN		0	CNA
4Y	BET	KWT		0	CNA
4Y	BET	MLL		0	CNA
4Y	BET	NME		0	CNA
4Y	BET	WNA		0	CNA
4Y	BET	WTL		0	CNA
4Y	CYF	BET		0	CNA
4Y	EEK	BET		0	CNA
4Y	EEK	KWN		0	CNA
4Y	GNU	PTU		0	CNA
4Y	KKH	KWK		0	CNA
4Y	KKI	AKI		0	CNA
4Y	KPN	CYF		0	CNA
4Y	KUK	NUP		0	CNA
4Y	KWK	BET		0	CNA
4Y	KWN	BET		0	CNA
4Y	KWN	EEK		0	CNA
4Y	KWT	KKI		0	CNA
4Y	MLL	PQS		0	CNA
4Y	NME	OOK		0	CNA
4Y	NUP	BET		0	CNA
4Y	OOK	TNK		0	CNA
4Y	PKA	BET		0	CNA
4Y	PQS	BET		0	CNA
4Y	PTU	BET		0	CNA
4Y	TLT	BET		0	CNA
4Y	TNK	WWT		0	CNA
4Y	WNA	PKA		0	CNA
4Y	WTL	KKH		0	CNA
4Y	WWT	BET		0	CNA
5C	BOC	SJO		0	DHT
5C	DRK	SJO		0	DHT
5C	FON	XQP		0	DHT
5C	GLF	PJM		0	DHT
5C	LIR	SJO		0	DHT
5C	LIR	SYQ		0	DHT
5C	LIR	TNO		0	DHT
5C	MGA	SJO		0	DHT
5C	NOB	TMU		0	CNA
5C	PJM	SJO		0	DHT
5C	PMZ	SJO		0	CNA
5C	SJO	BOC		0	DHT
5C	SJO	DRK		0	DHT
5C	SJO	FON		0	DHT
5C	SJO	GLF		0	DHT
5C	SJO	MGA		0	DHT
5C	SJO	NOB		0	CNA
5C	SJO	PJM		0	DHT
5C	SJO	TMU		0	DHT
5C	SJO	TNO		0	DHT
5C	SJO	TTQ		0	CNA
5C	SJO	XQP		0	CNA DHT
5C	SYQ	LIR		0	DHT
5C	TMU	SJO		0	CNA DHT
5C	TNO	LIR		0	DHT
5C	TNO	SJO		0	DHT
5C	TTQ	SJO		0	CNA
5C	XQP	PMZ		0	CNA
5C	XQP	SJO		0	CNA DHT
5G	ACC	KMS		0	AT7
5G	KMS	ACC		0	AT7
5H	EDL	LOK		0	DH8
5H	EDL	NBO		0	DH8 CRJ
5H	JUB	NBO		0	CRJ
5H	KIS	EDL		0	CRJ
5H	KIS	NBO		0	CRJ CNA
5H	LAU	MYD		0	DH8
5H	LOK	EDL		0	DH8
5H	MBA	NBO		0	CRJ
5H	MBA	NBO		1	CRJ
5H	MBA	ZNZ		0	CRJ
5H	MYD	LAU		0	DH8
5H	MYD	NBO		0	DH8
5H	NBO	EDL		0	DH8 CRJ
5H	NBO	JUB		0	CRJ
5H	NBO	KIS		0	CRJ
5H	NBO	LOK		0	DH8
5H	NBO	MBA		0	CRJ
5H	NBO	MYD		0	DH8
5H	ZNZ	MBA		0	CRJ
5J	BCD	CEB		0	320 ATR
5J	BCD	CGY		0	ATR
5J	BCD	DVO		0	320
5J	BCD	MNL		0	320 319
5J	BKI	MNL		0	320
5J	BKK	MNL		0	320
5J	BWN	MNL		0	320
5J	BXU	CEB		0	319
5J	BXU	MNL		0	320
5J	CAN	MNL		0	320
5J	CBO	MNL		0	319 320
5J	CEB	BCD		0	320 ATR
5J	CEB	BXU		0	319
5J	CEB	CGM		0	ATR
5J	CEB	CGY		0	ATR 320 319
5J	CEB	CRK		0	319
5J	CEB	DGT		0	ATR
5J	CEB	DPL		0	ATR
5J	CEB	DVO		0	320 319
5J	CEB	GES		0	320
5J	CEB	HKG		0	320
5J	CEB	IAO		0	ATR
5J	CEB	ICN		0	320
5J	CEB	ILO		0	319 320
5J	CEB	KLO		0	320
5J	CEB	LGP		0	ATR
5J	CEB	MNL		0	319 320 330 ATR
5J	CEB	MPH		0	ATR
5J	CEB	OZC		0	ATR
5J	CEB	PAG		0	ATR
5J	CEB	PPS		0	320
5J	CEB	PUS		0	320
5J	CEB	SIN		0	320
5J	CEB	SUG		0	ATR
5J	CEB	TAC		0	ATR 319
5J	CEB	USU		0	ATR
5J	CEB	ZAM		0	319
5J	CGK	MNL		0	320
5J	CGM	CEB		0	ATR
5J	CGY	BCD		0	ATR
5J	CGY	CEB		0	320 ATR 319
5J	CGY	DVO		0	ATR
5J	CGY	ILO		0	319
5J	CGY	MNL		0	320 319
5J	CRK	CEB		0	319
5J	CRK	HKG		0	319
5J	CRK	MFM		0	319
5J	CRK	SIN		0	319
5J	CYZ	MNL		0	319
5J	DGT	CEB		0	ATR
5J	DGT	MNL		0	319
5J	DPL	CEB		0	ATR
5J	DPL	DVO		0	ATR
5J	DPL	MNL		0	320 319
5J	DPS	MNL		0	320
5J	DVO	BCD		0	320
5J	DVO	CEB		0	320 319
5J	DVO	CGY		0	ATR
5J	DVO	DPL		0	ATR
5J	DVO	ILO		0	320 319
5J	DVO	MNL		0	320 330
5J	DVO	PPS		0	319
5J	DVO	ZAM		0	319
5J	DXB	MNL		0	330
5J	GES	CEB		0	320
5J	GES	ILO		0	319
5J	GES	MNL		0	320
5J	HAN	MNL		0	319
5J	HKG	CEB		0	320
5J	HKG	CRK		0	319
5J	HKG	ILO		0	319
5J	HKG	MNL		0	320
5J	HKT	MNL		0	320
5J	IAO	CEB		0	ATR
5J	ICN	CEB		0	320
5J	ICN	KLO		0	320
5J	ICN	MNL		0	330
5J	ILO	CEB		0	319 320
5J	ILO	CGY		0	319
5J	ILO	DVO		0	320 319
5J	ILO	GES		0	319
5J	ILO	HKG		0	319
5J	ILO	MNL		0	320 319
5J	ILO	PPS		0	319
5J	ILO	SIN		0	319
5J	KIX	MNL		0	320
5J	KLO	CEB		0	320
5J	KLO	ICN		0	320
5J	KLO	MNL		0	320 ATR 319
5J	KUL	MNL		0	320
5J	LAO	MNL		0	319
5J	LGP	CEB		0	ATR
5J	LGP	MNL		0	320 319
5J	MFM	CRK		0	319
5J	MFM	MNL		0	319
5J	MNL	BCD		0	320 319
5J	MNL	BKI		0	320
5J	MNL	BKK		0	320
5J	MNL	BWN		0	320
5J	MNL	BXU		0	320
5J	MNL	CAN		0	320
5J	MNL	CBO		0	319 320
5J	MNL	CEB		0	319 320 330 ATR
5J	MNL	CGK		0	320
5J	MNL	CGY		0	320 319
5J	MNL	CYZ		0	319
5J	MNL	DGT		0	319
5J	MNL	DPL		0	320 319
5J	MNL	DPS		0	320
5J	MNL	DVO		0	320 330
5J	MNL	DXB		0	330
